# Delaunay Triangulation Result
# VERTICES 16000
v 0.839808 0.602607
v 0.465357 0.204017
v 0.187635 0.355208
v 0.466803 0.502388
v 0.509711 0.422082
v 0.555174 0.472300
v 0.519845 0.605064
v 0.264511 0.417734
v 0.640095 0.687424
v 0.401880 0.291601
v 0.693260 0.576107
v 0.421095 0.611848
v 0.410067 0.595971
v 0.786538 0.514406
v 0.400061 0.266089
v 0.432393 0.219125
v 0.872335 0.555275
v 0.459959 0.922585
v 0.172685 0.496408
v 0.565719 0.205525
v 0.459444 0.938895
v 0.227468 0.251650
v 0.214134 0.252430
v 0.149249 0.339218
v 0.795974 0.645204
v 0.555303 0.374954
v 0.536265 0.693983
v 0.276067 0.698693
v 0.261142 0.695803
v 0.303253 0.798174
v 0.578677 0.268165
v 0.318142 0.669150
v 0.611954 0.200664
v 0.421616 0.851357
v 0.490821 0.996655
v 0.904515 0.452201
v 0.037871 0.671454
v 0.035580 0.707710
v 0.673978 0.183262
v 0.256283 0.803383
v 0.023178 0.615808
v 0.551068 0.298549
v 0.383830 0.639047
v 0.541854 0.207346
v 0.470479 0.519417
v 0.414962 0.486403
v 0.333882 0.611563
v 0.536431 0.308615
v 0.412205 0.553374
v 0.441296 0.355305
v 0.706568 0.613362
v 0.590111 0.605166
v 0.184559 0.760582
v 0.313773 0.865767
v 0.208075 0.830382
v 0.611212 0.205750
v 0.822786 0.452644
v 0.598706 0.289384
v 0.456846 0.894433
v 0.075467 0.536599
v 0.665761 0.265728
v 0.400343 0.669772
v 0.709534 0.382952
v 0.835426 0.532670
v 0.502591 0.204659
v 0.356344 0.239829
v 0.278879 0.276967
v 0.295741 0.291097
v 0.277348 0.378242
v 0.358586 0.408549
v 0.421744 0.356783
v 0.022559 0.791405
v 0.233619 0.222173
v 0.038815 0.476076
v 0.040935 0.551702
v 0.864848 0.564955
v 0.213510 0.499681
v 0.077292 0.652477
v 0.411108 0.956760
v 0.275252 0.316801
v 0.639844 0.696670
v 0.249084 0.402698
v 0.310477 0.450524
v 0.421794 0.204843
v 0.578334 0.583697
v 0.555732 0.656046
v 0.434979 0.351166
v 0.205845 0.325175
v 0.191642 0.390862
v 0.047166 0.788285
v 0.207192 0.880788
v 0.249182 0.830734
v 0.196513 0.846902
v 0.200404 0.801879
v 0.135298 0.862988
v 0.920918 0.250850
v 0.114221 0.832941
v 0.208976 0.868060
v 0.124918 0.668340
v 0.704870 0.183838
v 0.040108 0.599773
v 0.532792 0.978933
v 0.757159 0.505364
v 0.787794 0.456840
v 0.461945 0.205108
v 0.627786 0.250544
v 0.691611 0.212106
v 0.585154 0.207738
v 0.054029 0.451768
v 0.039917 0.813017
v 0.110722 0.821758
v 0.032810 0.709983
v 0.033147 0.808429
v 0.777709 0.243361
v 0.190325 0.637401
v 0.306604 0.707965
v 0.031137 0.725040
v 0.958764 0.293721
v 0.107524 0.584237
v 0.480154 0.980799
v 0.766203 0.187299
v 0.142767 0.808195
v 0.212089 0.834017
v 0.152398 0.836188
v 0.008767 0.654603
v 0.298676 0.179332
v 0.243526 0.353990
v 0.844476 0.581877
v 0.466393 0.205786
v 0.208400 0.351018
v 0.539641 0.516986
v 0.512823 0.419616
v 0.450058 0.543251
v 0.605220 0.524728
v 0.439832 0.282635
v 0.324110 0.382131
v 0.290288 0.404569
v 0.572997 0.697607
v 0.581906 0.404941
v 0.418056 0.594646
v 0.795533 0.516680
v 0.406292 0.266126
v 0.791955 0.573161
v 0.874051 0.555836
v 0.083389 0.551284
v 0.501158 0.180214
v 0.567079 0.206698
v 0.068905 0.549888
v 0.230132 0.252256
v 0.255793 0.217234
v 0.151639 0.338031
v 0.209044 0.363624
v 0.633061 0.447859
v 0.536798 0.693789
v 0.731824 0.318045
v 0.740702 0.336696
v 0.304767 0.796553
v 0.745609 0.432623
v 0.327002 0.684156
v 0.614986 0.202208
v 0.153048 0.588922
v 0.499270 0.990666
v 0.902168 0.453196
v 0.037993 0.673391
v 0.968249 0.309686
v 0.671276 0.183328
v 0.748164 0.212229
v 0.023908 0.612241
v 0.301409 0.555204
v 0.388591 0.650566
v 0.544923 0.207096
v 0.535113 0.500910
v 0.590178 0.528016
v 0.396237 0.677948
v 0.306647 0.539127
v 0.413001 0.554796
v 0.356749 0.446503
v 0.297138 0.395863
v 0.614171 0.592852
v 0.247459 0.826284
v 0.317278 0.875558
v 0.209582 0.828160
v 0.394112 0.815367
v 0.555591 0.180708
v 0.607285 0.292666
v 0.899332 0.460876
v 0.479939 0.933395
v 0.666650 0.265697
v 0.600778 0.339417
v 0.288370 0.628047
v 0.846848 0.529871
v 0.505686 0.204618
v 0.767440 0.652620
v 0.299068 0.268104
v 0.116781 0.379128
v 0.387501 0.280989
v 0.605349 0.643445
v 0.633355 0.694661
v 0.027314 0.795294
v 0.209539 0.237005
v 0.038692 0.477315
v 0.456963 0.967271
v 0.141590 0.432103
v 0.801507 0.511384
v 0.055449 0.648338
v 0.411592 0.955232
v 0.275331 0.323055
v 0.361080 0.337083
v 0.399332 0.271880
v 0.441381 0.332592
v 0.420139 0.204114
v 0.433062 0.427251
v 0.351455 0.447701
v 0.678647 0.569333
v 0.228539 0.331226
v 0.817241 0.621151
v 0.057900 0.785365
v 0.207622 0.878653
v 0.178083 0.764599
v 0.199320 0.844419
v 0.202806 0.803302
v 0.135953 0.871225
v 0.907022 0.244728
v 0.182317 0.891747
v 0.208853 0.868744
v 0.142093 0.664022
v 0.313945 0.837080
v 0.041566 0.606130
v 0.529649 0.957306
v 0.516684 0.247133
v 0.219514 0.552192
v 0.812603 0.547645
v 0.634439 0.248642
v 0.219079 0.677142
v 0.587114 0.205577
v 0.059793 0.451166
v 0.040144 0.812487
v 0.111065 0.821947
v 0.043085 0.717639
v 0.034636 0.810122
v 0.243753 0.780711
v 0.642755 0.195056
v 0.308841 0.709555
v 0.972715 0.294399
v 0.978585 0.302478
v 0.431854 0.895789
v 0.034507 0.528103
v 0.254782 0.826575
v 0.126082 0.854028
v 0.214998 0.833436
v 0.155168 0.835847
v 0.993916 0.356854
v 0.301194 0.179938
v 0.357594 0.248383
v 0.846884 0.581057
v 0.465443 0.206347
v 0.212971 0.347735
v 0.541308 0.515278
v 0.592347 0.506088
v 0.564610 0.474608
v 0.611274 0.523877
v 0.284908 0.445825
v 0.649623 0.686685
v 0.725243 0.607078
v 0.572691 0.696012
v 0.611328 0.428133
v 0.412480 0.589819
v 0.490932 0.214155
v 0.741449 0.607730
v 0.801623 0.599380
v 0.873935 0.555959
v 0.463764 0.922059
v 0.161810 0.545963
v 0.565676 0.205235
v 0.468892 0.939507
v 0.229459 0.253872
v 0.254935 0.217320
v 0.131021 0.352374
v 0.361876 0.212177
v 0.642583 0.459450
v 0.537031 0.693585
v 0.296078 0.738904
v 0.674854 0.259132
v 0.310508 0.798316
v 0.267556 0.599967
v 0.328882 0.685517
v 0.616677 0.201571
v 0.153544 0.589028
v 0.505036 0.981568
v 0.902358 0.453165
v 0.047754 0.664303
v 0.968083 0.308375
v 0.671919 0.182594
v 0.748483 0.213549
v 0.027112 0.612898
v 0.302831 0.556687
v 0.664775 0.398849
v 0.543330 0.205016
v 0.547527 0.498239
v 0.532939 0.592489
v 0.397831 0.677280
v 0.690833 0.489996
v 0.585019 0.457064
v 0.580846 0.646988
v 0.708553 0.625045
v 0.621531 0.595874
v 0.250615 0.825728
v 0.129532 0.683040
v 0.211071 0.827915
v 0.192225 0.613148
v 0.190362 0.557227
v 0.290901 0.609697
v 0.901053 0.460811
v 0.081869 0.528632
v 0.752447 0.330737
v 0.658427 0.403519
v 0.294877 0.631839
v 0.173347 0.478793
v 0.502659 0.204369
v 0.767152 0.651993
v 0.272182 0.303956
v 0.116568 0.370678
v 0.376189 0.277186
v 0.644506 0.611593
v 0.632130 0.696619
v 0.024532 0.801579
v 0.210042 0.229054
v 0.532669 0.975982
v 0.129655 0.384073
v 0.862514 0.575934
v 0.818337 0.525253
v 0.097493 0.629908
v 0.052496 0.596231
v 0.323221 0.278522
v 0.331682 0.373563
v 0.402199 0.275764
v 0.330022 0.446568
v 0.422462 0.204507
v 0.425562 0.438261
v 0.367030 0.483151
v 0.439072 0.332194
v 0.339960 0.234742
v 0.380178 0.204975
v 0.057135 0.785446
v 0.211715 0.891925
v 0.770700 0.183960
v 0.200288 0.847010
v 0.806059 0.219028
v 0.127388 0.917329
v 0.908461 0.246446
v 0.186686 0.893581
v 0.208283 0.866838
v 0.853911 0.348169
v 0.323797 0.834486
v 0.031407 0.614702
v 0.057704 0.474109
v 0.767171 0.508321
v 0.791912 0.466988
v 0.461571 0.196377
v 0.757557 0.377615
v 0.796127 0.341660
v 0.585503 0.205011
v 0.064885 0.420895
v 0.046302 0.813246
v 0.114153 0.820474
v 0.059359 0.730662
v 0.031585 0.779722
v 0.224416 0.761031
v 0.815164 0.369031
v 0.307241 0.716008
v 0.977801 0.295301
v 0.022376 0.706976
v 0.895423 0.438296
v 0.032522 0.526395
v 0.828411 0.255635
v 0.128154 0.854869
v 0.213724 0.832722
v 0.155003 0.836402
v 0.994161 0.352991
v 0.305551 0.179112
v 0.762104 0.666642
v 0.161075 0.438643
v 0.466337 0.204282
v 0.359083 0.216240
v 0.551050 0.506817
v 0.519459 0.415645
v 0.564076 0.457170
v 0.536290 0.618693
v 0.288241 0.445081
v 0.683707 0.651718
v 0.399975 0.302234
v 0.576159 0.697352
v 0.577715 0.401179
v 0.417388 0.603810
v 0.219888 0.497082
v 0.747729 0.616976
v 0.397040 0.206020
v 0.875792 0.554424
v 0.085778 0.541880
v 0.461589 0.840612
v 0.566055 0.205144
v 0.068139 0.544377
v 0.229323 0.251094
v 0.268819 0.217418
v 0.131786 0.351900
v 0.335714 0.190612
v 0.477164 0.648262
v 0.697953 0.537599
v 0.295827 0.737558
v 0.692182 0.274169
v 0.380608 0.633103
v 0.267146 0.611232
v 0.695202 0.334657
v 0.806935 0.394619
v 0.176765 0.593228
v 0.510030 0.992155
v 0.893498 0.447803
v 0.052711 0.663049
v 0.039310 0.711717
v 0.351338 0.836076
v 0.215672 0.749512
v 0.026738 0.620906
v 0.697445 0.456881
v 0.395257 0.674390
v 0.542956 0.205572
v 0.472470 0.513550
v 0.486275 0.417194
v 0.339617 0.610284
v 0.700950 0.498845
v 0.557202 0.420808
v 0.420213 0.362676
v 0.703854 0.620717
v 0.395300 0.417760
v 0.250425 0.823604
v 0.134685 0.696191
v 0.180363 0.800631
v 0.809999 0.400980
v 0.558679 0.192997
v 0.723571 0.402514
v 0.901973 0.458237
v 0.125721 0.569409
v 0.260143 0.689977
v 0.655057 0.402229
v 0.707867 0.396178
v 0.484958 0.179623
v 0.502414 0.205153
v 0.361307 0.252363
v 0.274652 0.300016
v 0.114655 0.370978
v 0.395888 0.268526
v 0.604864 0.652962
v 0.638484 0.692908
v 0.024128 0.802440
v 0.238226 0.212590
v 0.040695 0.470954
v 0.137197 0.380286
v 0.862545 0.573187
v 0.825329 0.526477
v 0.097849 0.642977
v 0.052073 0.598504
v 0.728852 0.682520
v 0.369156 0.338974
v 0.389258 0.254611
v 0.564297 0.675633
v 0.424784 0.196121
v 0.431664 0.432598
v 0.524073 0.643777
v 0.568672 0.689330
v 0.328429 0.227678
v 0.209355 0.381478
v 0.057122 0.811110
v 0.213406 0.891660
v 0.183279 0.775803
v 0.170461 0.823211
v 0.206623 0.795630
v 0.126168 0.914648
v 0.927320 0.248780
v 0.115232 0.824608
v 0.140236 0.800559
v 0.348900 0.856908
v 0.834568 0.327353
v 0.034476 0.613652
v 0.536088 0.951903
v 0.238741 0.522949
v 0.542938 0.224355
v 0.461136 0.198696
v 0.760437 0.379215
v 0.798922 0.341650
v 0.587758 0.199062
v 0.074174 0.419764
v 0.045554 0.814367
v 0.115164 0.822517
v 0.088120 0.732991
v 0.019281 0.787520
v 0.770497 0.229253
v 0.369235 0.832187
v 0.306366 0.717415
v 0.980809 0.295174
v 0.980742 0.309196
v 0.902708 0.436507
v 0.471846 0.988388
v 0.175712 0.773050
v 0.132455 0.851250
v 0.213050 0.831769
v 0.191097 0.893831
v 0.000000 0.659140
v 0.305697 0.179291
v 0.762924 0.663258
v 0.163850 0.436053
v 0.466319 0.206545
v 0.363825 0.206097
v 0.502156 0.561851
v 0.418227 0.532909
v 0.563752 0.457931
v 0.390882 0.473487
v 0.444727 0.294771
v 0.685877 0.653262
v 0.400472 0.298619
v 0.572986 0.697847
v 0.614031 0.442664
v 0.578652 0.423759
v 0.499883 0.206316
v 0.750793 0.617674
v 0.396960 0.205225
v 0.546271 0.922370
v 0.092623 0.555698
v 0.850535 0.464296
v 0.568341 0.205898
v 0.081447 0.568568
v 0.230702 0.253735
v 0.273150 0.216898
v 0.129422 0.352537
v 0.335187 0.184220
v 0.481557 0.646432
v 0.552068 0.695477
v 0.277452 0.709392
v 0.729887 0.357385
v 0.382274 0.634938
v 0.628496 0.283171
v 0.308964 0.678774
v 0.621536 0.202549
v 0.178297 0.593983
v 0.512511 0.988399
v 0.892083 0.447935
v 0.949347 0.351574
v 0.042644 0.711655
v 0.355738 0.831448
v 0.255560 0.793861
v 0.977807 0.384476
v 0.308369 0.557018
v 0.399528 0.674405
v 0.205238 0.548353
v 0.511132 0.477100
v 0.418853 0.492662
v 0.633441 0.357491
v 0.701568 0.501378
v 0.561951 0.420925
v 0.423442 0.363150
v 0.703676 0.620921
v 0.419147 0.398503
v 0.249139 0.824959
v 0.863942 0.336578
v 0.826855 0.214211
v 0.192493 0.607409
v 0.833735 0.445335
v 0.279866 0.607393
v 0.902120 0.462859
v 0.437338 0.880829
v 0.263709 0.689300
v 0.675853 0.393289
v 0.610208 0.300159
v 0.830170 0.529208
v 0.502806 0.206994
v 0.258403 0.367650
v 0.276496 0.298064
v 0.118669 0.383615
v 0.273200 0.399166
v 0.655272 0.609024
v 0.365780 0.314844
v 0.057085 0.819302
v 0.212726 0.242750
v 0.042356 0.481091
v 0.135573 0.377024
v 0.859010 0.574155
v 0.772918 0.536488
v 0.100245 0.642671
v 0.053127 0.597474
v 0.271803 0.335910
v 0.344188 0.375541
v 0.394258 0.245070
v 0.442687 0.343985
v 0.444739 0.208309
v 0.438912 0.438984
v 0.481655 0.372130
v 0.570118 0.689385
v 0.351332 0.255075
v 0.789730 0.629912
v 0.046167 0.786807
v 0.119049 0.806039
v 0.187721 0.776144
v 0.170461 0.820728
v 0.206911 0.792985
v 0.130347 0.917248
v 0.930634 0.248607
v 0.115005 0.826534
v 0.866349 0.219146
v 0.861300 0.350657
v 0.167691 0.735479
v 0.043410 0.624234
v 0.047724 0.492876
v 0.244421 0.521384
v 0.547638 0.226618
v 0.205655 0.466396
v 0.244623 0.635601
v 0.802180 0.331476
v 0.590539 0.209135
v 0.077256 0.420171
v 0.050138 0.800611
v 0.113895 0.822671
v 0.915679 0.277854
v 0.024992 0.798637
v 0.236866 0.796083
v 0.845984 0.374995
v 0.719587 0.310786
v 0.980988 0.297101
v 0.981668 0.308340
v 0.903749 0.437593
v 0.489296 1.000000
v 0.179063 0.776399
v 0.156565 0.879503
v 0.212266 0.839226
v 0.116273 0.816050
v 0.002659 0.661326
v 0.308118 0.181406
v 0.763648 0.664425
v 0.171992 0.435503
v 0.464199 0.205720
v 0.213590 0.361620
v 0.445714 0.504900
v 0.478812 0.601680
v 0.446706 0.562957
v 0.612566 0.547803
v 0.712787 0.558757
v 0.653078 0.687183
v 0.309772 0.404844
v 0.433257 0.333102
v 0.445720 0.618760
v 0.414368 0.574614
v 0.501396 0.204919
v 0.789375 0.603209
v 0.396366 0.205934
v 0.548649 0.925403
v 0.092359 0.555240
v 0.540947 0.186927
v 0.565884 0.219140
v 0.080920 0.568563
v 0.253317 0.232148
v 0.281391 0.218707
v 0.131891 0.349591
v 0.335653 0.180499
v 0.651044 0.484426
v 0.550560 0.696191
v 0.298915 0.731682
v 0.650285 0.275076
v 0.385043 0.630784
v 0.629079 0.286050
v 0.307542 0.681465
v 0.620366 0.202794
v 0.588885 0.183139
v 0.036094 0.538577
v 0.906047 0.408356
v 0.051161 0.678931
v 0.954243 0.286035
v 0.356117 0.833553
v 0.800924 0.260799
v 0.074535 0.404625
v 0.558482 0.312948
v 0.398590 0.671928
v 0.215060 0.545907
v 0.494669 0.550392
v 0.517339 0.592087
v 0.355437 0.636906
v 0.517921 0.315288
v 0.592628 0.459765
v 0.652534 0.581179
v 0.314079 0.399818
v 0.418320 0.398621
v 0.267894 0.821437
v 0.329698 0.877301
v 0.212364 0.829098
v 0.613357 0.198486
v 0.164365 0.566826
v 0.309295 0.597286
v 0.111469 0.565103
v 0.134912 0.574716
v 0.756767 0.323855
v 0.393763 0.678748
v 0.287420 0.605467
v 0.486514 0.202085
v 0.207500 0.506506
v 0.365014 0.266182
v 0.274646 0.298329
v 0.123533 0.384104
v 0.395104 0.281126
v 0.657538 0.608387
v 0.636106 0.698902
v 0.191115 0.950191
v 0.215508 0.243122
v 0.042314 0.480475
v 0.133870 0.386826
v 0.861815 0.575226
v 0.228760 0.480761
v 0.365896 0.911717
v 0.051185 0.599217
v 0.725868 0.678279
v 0.631891 0.668559
v 0.249604 0.398136
v 0.454089 0.345035
v 0.444752 0.208390
v 0.601507 0.585185
v 0.644053 0.528240
v 0.573580 0.687240
v 0.351890 0.257970
v 0.794669 0.635132
v 0.048967 0.776583
v 0.120960 0.804479
v 0.760645 0.226108
v 0.185326 0.841678
v 0.796887 0.212922
v 0.136890 0.910270
v 0.933643 0.250360
v 0.115489 0.823939
v 0.870326 0.216001
v 0.141535 0.678575
v 0.276423 0.854609
v 0.973126 0.385306
v 0.057036 0.486709
v 0.524974 0.249972
v 0.802573 0.467946
v 0.466619 0.207968
v 0.641216 0.247766
v 0.806813 0.343307
v 0.590687 0.209384
v 0.078377 0.422245
v 0.049273 0.815637
v 0.116126 0.823318
v 0.084492 0.744032
v 0.025752 0.796288
v 0.240585 0.798918
v 0.830916 0.372054
v 0.702671 0.306332
v 0.985049 0.296443
v 0.023325 0.701680
v 0.904503 0.438449
v 0.485515 0.996177
v 0.232142 0.832630
v 0.133343 0.848819
v 0.212873 0.842249
v 0.198841 0.892461
v 0.002407 0.670735
v 0.256124 0.202911
v 0.243563 0.363109
v 0.847478 0.575939
v 0.465688 0.213661
v 0.362355 0.218631
v 0.516254 0.563074
v 0.406512 0.528755
v 0.447845 0.563416
v 0.627149 0.545147
v 0.456368 0.286611
v 0.326377 0.366376
v 0.307708 0.406862
v 0.571754 0.676383
v 0.448446 0.613469
v 0.420635 0.591220
v 0.498284 0.207381
v 0.406322 0.220083
v 0.808859 0.610044
v 0.088211 0.475745
v 0.452012 0.919715
v 0.543729 0.186447
v 0.790202 0.441309
v 0.085068 0.579533
v 0.255719 0.234268
v 0.282274 0.217203
v 0.135788 0.346538
v 0.334109 0.181901
v 0.651981 0.484776
v 0.554696 0.696878
v 0.298412 0.731126
v 0.744305 0.350906
v 0.385013 0.629153
v 0.284124 0.633736
v 0.351626 0.665816
v 0.620359 0.201805
v 0.414312 0.825739
v 0.042166 0.542563
v 0.096654 0.611578
v 0.057527 0.685828
v 0.050591 0.734195
v 0.832743 0.358674
v 0.261417 0.805448
v 0.076895 0.406857
v 0.694975 0.447650
v 0.670234 0.400893
v 0.223264 0.569022
v 0.551908 0.501215
v 0.509350 0.428683
v 0.378469 0.651677
v 0.314362 0.523536
v 0.504699 0.627639
v 0.594172 0.656249
v 0.323368 0.393273
v 0.415397 0.429962
v 0.725917 0.189424
v 0.335273 0.877546
v 0.180932 0.805376
v 0.615672 0.198033
v 0.162533 0.557503
v 0.599497 0.311734
v 0.110936 0.567687
v 0.874076 0.445580
v 0.681012 0.273440
v 0.402597 0.674518
v 0.291698 0.619290
v 0.197243 0.495256
v 0.213853 0.502108
v 0.744629 0.647038
v 0.300759 0.281091
v 0.123907 0.362909
v 0.275013 0.402295
v 0.399595 0.354515
v 0.635727 0.700263
v 0.173126 0.951363
v 0.217566 0.239713
v 0.032516 0.487045
v 0.125758 0.406567
v 0.130464 0.476983
v 0.774437 0.527373
v 0.113675 0.634138
v 0.419753 0.956307
v 0.729128 0.678157
v 0.676765 0.638379
v 0.291225 0.391347
v 0.663666 0.558257
v 0.447362 0.206755
v 0.587384 0.610574
v 0.527669 0.649572
v 0.579933 0.687837
v 0.257564 0.357226
v 0.376184 0.214492
v 0.020378 0.756749
v 0.120942 0.807022
v 0.782654 0.252430
v 0.205863 0.834619
v 0.803860 0.221429
v 0.127798 0.927463
v 0.939354 0.247113
v 0.123712 0.835958
v 0.141823 0.794968
v 0.859910 0.337149
v 0.175026 0.727593
v 0.028975 0.620156
v 0.055303 0.496445
v 0.770577 0.502439
v 0.541106 0.205220
v 0.467679 0.208288
v 0.760002 0.370530
v 0.664125 0.204379
v 0.590098 0.208905
v 0.080148 0.415089
v 0.051553 0.812598
v 0.118099 0.818109
v 0.088922 0.747427
v 0.162864 0.968586
v 0.246994 0.797842
v 0.645757 0.191921
v 0.707836 0.314355
v 0.984976 0.294170
v 0.024937 0.713475
v 0.903786 0.437940
v 0.483070 0.998460
v 0.231524 0.835011
v 0.127682 0.877837
v 0.840064 0.217907
v 0.201936 0.893867
v 0.005024 0.672703
v 0.272660 0.192712
v 0.361693 0.247755
v 0.426995 0.179280
v 0.218240 0.467513
v 0.788468 0.644057
v 0.559757 0.528836
v 0.519276 0.430023
v 0.452533 0.571076
v 0.465627 0.397804
v 0.290545 0.468782
v 0.330170 0.379689
v 0.603658 0.700706
v 0.339133 0.438801
v 0.449702 0.623286
v 0.397799 0.581913
v 0.501097 0.206285
v 0.790361 0.626039
v 0.814043 0.610930
v 0.552594 0.915448
v 0.471717 0.945649
v 0.541713 0.185519
v 0.793854 0.445524
v 0.430353 0.927524
v 0.259462 0.232102
v 0.207627 0.243917
v 0.136314 0.348255
v 0.334440 0.180840
v 0.522786 0.353720
v 0.556319 0.697205
v 0.738318 0.315614
v 0.655021 0.270143
v 0.631872 0.390282
v 0.720041 0.364317
v 0.666816 0.359352
v 0.627100 0.201325
v 0.835133 0.416221
v 0.045395 0.563833
v 0.105263 0.610054
v 0.966147 0.357548
v 0.959426 0.274771
v 0.838061 0.358577
v 0.266031 0.806589
v 0.081153 0.395501
v 0.712523 0.482524
v 0.401531 0.671714
v 0.224765 0.571326
v 0.555553 0.499543
v 0.579738 0.504600
v 0.658127 0.383945
v 0.321162 0.522705
v 0.628423 0.509080
v 0.354421 0.428342
v 0.402218 0.328555
v 0.576711 0.597852
v 0.725978 0.190943
v 0.872643 0.340283
v 0.202242 0.827008
v 0.611849 0.198629
v 0.169456 0.571561
v 0.610091 0.310318
v 0.895159 0.434218
v 0.877948 0.445381
v 0.734531 0.332842
v 0.400937 0.675812
v 0.290748 0.618847
v 0.847154 0.504834
v 0.792279 0.507240
v 0.373573 0.263017
v 0.295122 0.278343
v 0.121910 0.360835
v 0.740040 0.631014
v 0.403449 0.364745
v 0.698492 0.641784
v 0.199902 0.956923
v 0.185326 0.220935
v 0.032724 0.498958
v 0.135488 0.404227
v 0.533331 0.879682
v 0.782035 0.540697
v 0.119282 0.628562
v 0.058274 0.603050
v 0.278113 0.337485
v 0.642374 0.678804
v 0.725464 0.621716
v 0.568023 0.666785
v 0.447779 0.204079
v 0.396593 0.427322
v 0.564665 0.565495
v 0.439721 0.325308
v 0.260038 0.359663
v 0.395931 0.204868
v 0.020464 0.754023
