# Delaunay Triangulation Result
# VERTICES 1024
v 0.882488 0.534410
v 0.536987 0.519885
v 0.617878 0.434996
v 0.751616 0.285984
v 0.197716 0.584996
v 0.846628 0.464000
v 0.141065 0.430623
v 0.287208 0.305503
v 0.198126 0.230424
v 0.454914 0.204357
v 0.671780 0.698646
v 0.401466 0.400402
v 0.328740 0.226544
v 0.902986 0.221041
v 0.118093 0.830577
v 0.184141 0.747133
v 0.172784 0.447092
v 0.109694 0.530979
v 0.019296 0.787277
v 0.693378 0.277461
v 0.458216 0.960829
v 0.110337 0.792373
v 0.215137 0.235536
v 0.469910 0.394761
v 0.640807 0.687221
v 0.469419 0.204210
v 0.048350 0.466984
v 0.783176 0.413562
v 0.742863 0.515935
v 0.280028 0.776509
v 0.828294 0.467707
v 0.985886 0.361460
v 0.883560 0.534308
v 0.457021 0.594206
v 0.583843 0.441298
v 0.271256 0.747830
v 0.597896 0.208817
v 0.642480 0.280073
v 0.841452 0.570059
v 0.087789 0.392042
v 0.215279 0.250356
v 0.457456 0.205580
v 0.315969 0.352866
v 0.405852 0.405976
v 0.322908 0.210793
v 0.902152 0.230093
v 0.177458 0.888178
v 0.290264 0.842801
v 0.464899 0.203782
v 0.112016 0.451949
v 0.161831 0.968511
v 0.292084 0.684752
v 0.495607 1.000000
v 0.867890 0.207677
v 0.125934 0.412747
v 0.386562 0.459240
v 0.335191 0.391742
v 0.204723 0.470644
v 0.078318 0.515197
v 0.410251 0.821866
v 0.506983 0.373816
v 0.306204 0.697072
v 0.446012 0.874793
v 0.980335 0.382471
v 0.763127 0.488346
v 0.453762 0.591604
v 0.585675 0.457335
v 0.270448 0.728958
v 0.597253 0.208924
v 0.649824 0.253258
v 0.502860 0.205335
v 0.162971 0.328286
v 0.238250 0.183586
v 0.428046 0.204250
v 0.663405 0.648681
v 0.425302 0.383606
v 0.348037 0.255406
v 0.755231 0.191594
v 0.934974 0.248544
v 0.146088 0.692221
v 0.847602 0.537557
v 0.049919 0.452209
v 0.124641 0.937984
v 0.884902 0.265176
v 0.417625 0.961846
v 0.207443 0.870797
v 0.148557 0.437449
v 0.390875 0.481035
v 0.348031 0.338743
v 0.249185 0.533036
v 0.052602 0.552840
v 0.604450 0.182109
v 0.553588 0.375496
v 0.720860 0.344501
v 0.148887 0.578021
v 0.014708 0.612498
v 0.697372 0.503181
v 0.497513 0.606949
v 0.514450 0.688117
v 0.277523 0.721830
v 0.606503 0.207163
v 0.234397 0.670084
v 0.504692 0.204801
v 0.312213 0.179768
v 0.222231 0.220639
v 0.477830 0.203405
v 0.669758 0.699495
v 0.391083 0.431427
v 0.349152 0.183963
v 0.217043 0.782904
v 0.900400 0.236961
v 0.041189 0.546365
v 0.794246 0.538188
v 0.070544 0.421820
v 0.105479 0.941696
v 0.113406 0.754353
v 0.045833 0.589629
v 0.206770 0.870634
v 0.851522 0.588097
v 0.579635 0.489415
v 0.401442 0.355656
v 0.393049 0.251512
v 0.127073 0.368628
v 0.106257 0.550269
v 0.658762 0.528189
v 0.263703 0.669972
v 0.427685 0.858364
v 0.987901 0.302474
v 0.307281 0.525913
v 0.611361 0.501115
v 0.341586 0.474177
v 0.842731 0.281223
v 0.225980 0.549480
v 0.342836 0.658298
v 0.504104 0.206327
v 0.426686 0.270980
v 0.227597 0.250310
v 0.497053 0.206144
v 0.687081 0.667049
v 0.411212 0.436136
v 0.361949 0.202504
v 0.755041 0.237271
v 0.122668 0.793234
v 0.011449 0.626560
v 0.459563 0.204826
v 0.140494 0.469127
v 0.750110 0.254470
v 0.107415 0.707290
v 0.928536 0.392016
v 0.871548 0.211378
v 0.103703 0.412050
v 0.397197 0.518990
v 0.636482 0.703044
v 0.251666 0.398778
v 0.114264 0.391604
v 0.901270 0.467640
v 0.527633 0.685633
v 0.294191 0.719977
v 0.152955 0.545927
v 0.033502 0.728876
v 0.553711 0.261108
v 0.461205 0.565176
v 0.320367 0.472136
v 0.276028 0.874768
v 0.509029 0.207244
v 0.637193 0.353065
v 0.527180 0.216984
v 0.769927 0.601451
v 0.222139 0.178729
v 0.495466 0.245764
v 0.348024 0.292862
v 0.434104 0.424040
v 0.360289 0.196996
v 0.260193 0.772325
v 0.144753 0.776921
v 0.014174 0.627257
v 0.464770 0.208909
v 0.114460 0.454933
v 0.242863 0.753120
v 0.905931 0.307295
v 0.103906 0.687928
v 0.089957 0.827848
v 0.806314 0.621560
v 0.565398 0.612106
v 0.625377 0.700462
v 0.804647 0.626269
v 0.127974 0.359886
v 0.453217 0.882328
v 0.571457 0.350086
v 0.764468 0.323444
v 0.430717 0.859387
v 0.025759 0.743147
v 0.283795 0.600544
v 0.506297 0.572258
v 0.650461 0.504841
v 0.304783 0.875807
v 0.511847 0.211108
v 0.667859 0.348889
v 0.788892 0.481687
v 0.585711 0.660563
v 0.220180 0.179360
v 0.172061 0.480984
v 0.713600 0.681168
v 0.613853 0.656466
v 0.135392 0.349307
v 0.781075 0.223230
v 0.939207 0.246360
v 0.028656 0.625954
v 0.152759 0.645377
v 0.439030 0.179477
v 0.796556 0.264443
v 0.152306 0.731234
v 0.041912 0.647286
v 0.924438 0.233494
v 0.809395 0.633743
v 0.613517 0.569942
v 0.366494 0.277537
v 0.269357 0.402301
v 0.080921 0.399592
v 0.439912 0.913893
v 0.391598 0.643768
v 0.193330 0.685205
v 0.636409 0.216022
v 0.064425 0.690428
v 0.597743 0.240464
v 0.572865 0.515537
v 0.483417 0.665166
v 0.179682 0.781437
v 0.506904 0.188590
v 0.678793 0.373114
v 0.799417 0.491549
v 0.425099 0.375461
v 0.226317 0.178749
v 0.074311 0.414907
v 0.252640 0.292068
v 0.367223 0.421820
v 0.141365 0.347556
v 0.760315 0.199180
v 0.071983 0.771896
v 0.090117 0.588784
v 0.318320 0.841513
v 0.480875 0.185668
v 0.809861 0.262228
v 0.144201 0.715685
v 0.061275 0.671336
v 0.993317 0.362106
v 0.393196 0.211515
v 0.598980 0.601242
v 0.747647 0.636116
v 0.839473 0.565945
v 0.078115 0.435979
v 0.069551 0.552107
v 0.660661 0.444629
v 0.345801 0.814651
v 0.209545 0.647378
v 0.931341 0.275924
v 0.328869 0.579131
v 0.553613 0.587445
v 0.335301 0.511816
v 0.671075 0.192424
v 0.492680 0.851318
v 0.380314 0.674467
v 0.206874 0.497581
v 0.643368 0.609326
v 0.173543 0.231646
v 1.000000 0.332924
v 0.201814 0.321128
v 0.359253 0.417900
v 0.154369 0.399902
v 0.777811 0.240749
v 0.207726 0.920924
v 0.386593 0.914184
v 0.337053 0.889685
v 0.842463 0.587552
v 0.262190 0.811770
v 0.969414 0.278627
v 0.181887 0.753386
v 0.008330 0.692236
v 0.768304 0.634940
v 0.592187 0.616866
v 0.376864 0.259036
v 0.187534 0.452387
v 0.079102 0.435302
v 0.075947 0.523067
v 0.436689 0.667711
v 0.353820 0.632532
v 0.641199 0.213929
v 0.063494 0.750885
v 0.332766 0.571586
v 0.534292 0.542658
v 0.567341 0.658196
v 0.849710 0.329126
v 0.533593 0.205173
v 0.386948 0.670842
v 0.193899 0.563848
v 0.624776 0.669794
v 0.152857 0.920650
v 0.953259 0.332175
v 0.206402 0.328062
v 0.447220 0.377812
v 0.169482 0.341869
v 0.785787 0.270124
v 0.144587 0.844583
v 0.057931 0.458420
v 0.107826 0.668262
v 0.195137 0.958136
v 0.756297 0.208043
v 0.988176 0.295087
v 0.823466 0.212809
v 0.026634 0.721311
v 0.238899 0.429849
v 0.441179 0.516500
v 0.328165 0.269876
v 0.404737 0.190789
v 0.055107 0.430103
v 0.432579 0.922034
v 0.464880 0.677970
v 0.643502 0.397744
v 0.190953 0.676733
v 0.951226 0.295708
v 0.351412 0.601567
v 0.544644 0.552341
v 0.408707 0.370049
v 0.868717 0.320252
v 0.534892 0.207250
v 0.328734 0.615288
v 0.802253 0.450152
v 0.653812 0.675858
v 0.165359 0.927985
v 0.983148 0.331626
v 0.612175 0.699317
v 0.474712 0.388896
v 0.336184 0.179213
v 0.787189 0.279111
v 0.180668 0.854215
v 0.057748 0.494471
v 0.197667 0.630109
v 0.054991 0.812361
v 0.721404 0.204429
v 0.035468 0.758313
v 0.202703 0.833342
v 0.028411 0.720914
v 0.353734 0.209413
v 0.455360 0.497581
v 0.735721 0.659678
v 0.382298 0.183754
v 0.057527 0.423032
v 0.245271 0.254994
v 0.686530 0.469218
v 0.370458 0.649037
v 0.683645 0.188372
v 0.888082 0.361841
v 0.667840 0.394542
v 0.380136 0.607769
v 0.388688 0.386477
v 0.155362 0.672706
v 0.735653 0.424580
v 0.390397 0.661103
v 0.542084 0.183682
v 0.649928 0.646186
v 0.113792 0.366465
v 0.353770 0.929605
v 0.413166 0.287154
v 0.373826 0.497449
v 0.339240 0.181514
v 0.203052 0.737430
v 0.178701 0.837287
v 0.881655 0.496400
v 0.189054 0.655691
v 0.882997 0.237638
v 0.280095 0.809591
v 0.027700 0.778138
v 0.800458 0.187033
v 0.031854 0.721759
v 0.809119 0.571713
v 0.444346 0.549868
v 0.688368 0.630898
v 0.384271 0.183066
v 0.879272 0.479829
v 0.248719 0.255243
v 0.540779 0.322961
v 0.420009 0.629630
v 0.676846 0.182527
v 0.361207 0.890337
v 0.590900 0.319402
v 0.386280 0.613802
v 0.593669 0.635291
v 0.816176 0.245967
v 0.572804 0.292521
v 0.315215 0.682694
v 0.544271 0.180979
v 0.315870 0.444684
v 0.041980 0.473781
v 0.075659 0.651918
v 0.307913 0.409800
v 0.515051 0.638596
v 0.201906 0.378942
v 0.814639 0.192506
v 0.166181 0.802224
v 0.854799 0.497530
v 0.642725 0.248157
v 0.921479 0.280607
v 0.229429 0.775872
v 0.942276 0.318557
v 0.227860 0.832109
v 0.047561 0.742720
v 0.463264 0.204755
v 0.539541 0.484976
v 0.386697 0.315089
v 0.388608 0.179309
v 0.491601 0.890306
v 0.256904 0.232598
v 0.288200 0.487297
v 0.417748 0.671830
v 0.812446 0.353146
v 0.634247 0.185439
v 0.296550 0.600763
v 0.609756 0.387897
v 0.611293 0.587353
v 0.756775 0.215813
v 0.711836 0.452428
v 0.307974 0.713491
v 0.240547 0.371652
v 0.688527 0.571729
v 0.038752 0.499643
v 0.380920 0.922004
v 0.425008 0.298758
v 0.472825 0.356511
v 0.415506 0.232817
v 0.202586 0.845351
v 0.083635 0.734634
v 0.896945 0.474844
v 0.773381 0.359015
v 0.098037 0.732623
v 0.749032 0.323246
v 0.029116 0.692128
v 0.133744 0.852240
v 0.019737 0.685041
v 0.767703 0.571321
v 0.560008 0.486859
v 0.667890 0.618414
v 0.393245 0.188840
v 0.850493 0.495626
v 0.197244 0.245183
v 0.551438 0.694710
v 0.399426 0.629864
v 0.670401 0.184029
v 0.633615 0.185047
v 0.753608 0.467437
v 0.622785 0.349760
v 0.694855 0.601293
v 0.188595 0.814066
v 0.712479 0.423409
v 0.322351 0.644078
v 0.250453 0.361730
v 0.466228 0.332613
v 0.510187 0.945677
v 0.893992 0.304240
v 0.398464 0.300829
v 0.352576 0.456760
v 0.782730 0.601965
v 0.180809 0.830582
v 0.110546 0.769708
v 0.896014 0.474865
v 0.792402 0.388025
v 0.106196 0.828077
v 0.688931 0.238081
v 0.013145 0.699180
v 0.135214 0.836788
v 0.989120 0.332170
v 0.765529 0.571194
v 0.412284 0.512789
v 0.568939 0.693264
v 0.836710 0.604730
v 0.515363 0.185816
v 0.268444 0.178459
v 0.728682 0.563512
v 0.611440 0.268959
v 0.037269 0.539145
v 0.675626 0.185413
v 0.540473 0.230261
v 0.395390 0.676021
v 0.712326 0.623861
v 0.206470 0.828759
v 0.287784 0.556287
v 0.341084 0.683617
v 0.778234 0.656007
v 0.540504 0.678046
v 0.510536 0.914112
v 0.053153 0.596181
v 0.731732 0.629848
v 0.523841 0.643381
v 0.211432 0.424885
v 0.179804 0.825211
v 0.886477 0.354689
v 0.204301 0.531921
v 0.177997 0.707870
v 0.168055 0.897026
v 0.317916 0.780831
v 0.005800 0.662636
v 0.141383 0.861362
v 0.016894 0.669646
v 0.412346 0.206236
v 0.502395 0.367310
v 0.604481 0.701883
v 0.206745 0.413944
v 0.468366 0.853085
v 0.269700 0.178484
v 0.475049 0.319091
v 0.264536 0.571489
v 0.462614 0.987633
v 0.680349 0.186325
v 0.746502 0.461576
v 0.376295 0.681437
v 0.590649 0.694481
v 0.211744 0.829064
v 0.401711 0.889970
v 0.637150 0.299684
v 0.794865 0.641202
v 0.566489 0.638779
v 0.891843 0.519743
v 0.420493 0.953003
v 0.380296 0.277206
v 0.455177 0.455956
v 0.831712 0.603548
v 0.235329 0.819641
v 0.905981 0.375389
v 0.514138 0.248951
v 0.706837 0.184018
v 0.215107 0.926820
v 0.632751 0.206898
v 0.014854 0.663043
v 0.108113 0.852642
v 0.304776 0.178632
v 0.813818 0.594689
v 0.649940 0.564392
v 0.290221 0.414739
v 0.444427 0.266190
v 0.180863 0.534319
v 0.168588 0.179864
v 0.542200 0.677044
v 0.258098 0.519748
v 0.113259 0.506058
v 0.880320 0.285047
v 0.563684 0.204872
v 0.416879 0.668007
v 0.431605 0.344878
v 0.220253 0.813700
v 0.066869 0.628296
v 0.308838 0.642292
v 0.786895 0.617249
v 0.412180 0.324788
v 0.057441 0.592109
v 0.088983 0.612768
v 0.282668 0.356572
v 0.478161 0.500784
v 0.164336 0.401252
v 0.766699 0.192383
v 0.111348 0.635627
v 0.482241 0.210044
v 0.739518 0.236900
v 0.204680 0.904322
v 0.777008 0.368226
v 0.014015 0.648579
v 0.198831 0.827603
v 0.272139 0.192531
v 0.163239 0.369921
v 0.673280 0.557427
v 0.476452 0.623475
v 0.307693 0.441274
v 0.550880 0.187419
v 0.174787 0.204424
v 0.250349 0.651766
v 0.539677 0.273026
v 0.076548 0.486895
v 0.238587 0.737516
v 0.573699 0.206664
v 0.585699 0.338326
v 0.598337 0.679579
v 0.202653 0.773566
v 0.903757 0.381646
v 0.679480 0.416271
v 0.211621 0.393584
v 0.296679 0.383342
v 0.056069 0.589242
v 0.079121 0.589237
v 0.726826 0.557346
v 0.488459 0.498422
v 0.032552 0.743412
v 0.195701 0.775970
v 0.870213 0.353151
v 0.486259 0.208323
v 0.793168 0.317131
v 0.959514 0.255503
v 0.681201 0.279635
v 0.033691 0.706017
v 0.185813 0.823582
v 0.270582 0.237419
v 0.325022 0.179803
v 0.462069 0.357621
v 0.493923 0.418964
v 0.296659 0.482512
v 0.861459 0.445352
v 0.251439 0.207244
v 0.285989 0.639329
v 0.565312 0.296426
v 0.105584 0.487811
v 0.816470 0.285627
v 0.574599 0.205106
v 0.435961 0.654164
v 0.630816 0.542434
v 0.797223 0.221464
v 0.894568 0.444853
v 0.757405 0.517167
v 0.227475 0.319885
v 0.289070 0.362366
v 0.041085 0.610624
v 0.247966 0.259611
v 0.275507 0.456440
v 0.489347 0.464417
v 0.105253 0.874732
v 0.861158 0.245799
v 0.926104 0.362163
v 0.230207 0.494303
v 0.336937 0.791665
v 0.073772 0.708013
v 0.815913 0.316128
v 0.047762 0.707250
v 0.206096 0.820776
v 0.238759 0.271158
v 0.157794 0.334074
v 0.600285 0.511699
v 0.610815 0.530694
v 0.701826 0.537419
v 0.143350 0.612106
v 0.211364 0.312346
v 0.629401 0.311353
v 0.693501 0.371398
v 0.072860 0.565624
v 0.819392 0.296879
v 0.515608 0.204663
v 0.641671 0.440127
v 0.448984 0.410874
v 0.203223 0.795519
v 0.472630 0.890677
v 0.236970 0.448585
v 0.264364 0.296838
v 0.698628 0.660768
v 0.027529 0.607219
v 0.265933 0.254531
v 0.482945 0.266307
v 0.536944 0.594211
v 0.109388 0.875154
v 0.204822 0.804296
v 0.328532 0.866261
v 0.583219 0.207957
v 0.229098 0.684273
v 0.974161 0.287572
v 0.838077 0.373306
v 0.020956 0.699577
v 0.190114 0.794476
v 0.246164 0.239303
v 0.193042 0.360212
v 0.540779 0.616765
v 0.377673 0.579406
v 0.707474 0.536590
v 0.389091 0.866918
v 0.309119 0.238733
v 0.719174 0.347881
v 0.663429 0.329395
v 0.112384 0.572477
v 0.841990 0.292464
v 0.544473 0.205793
v 0.373649 0.578602
v 0.572321 0.585652
v 0.780046 0.195291
v 0.901098 0.490133
v 0.450895 0.239420
v 0.283269 0.268430
v 0.321482 0.300661
v 0.052565 0.602555
v 0.282895 0.252932
v 0.245252 0.490367
v 0.422318 0.475053
v 0.151313 0.753441
v 0.261712 0.819422
v 0.039113 0.676474
v 0.591960 0.205121
v 0.687786 0.231728
v 0.963636 0.300560
v 0.847847 0.352143
v 0.073368 0.786707
v 0.832312 0.207066
v 0.232976 0.224834
v 0.203082 0.187490
v 0.496869 0.326652
v 0.605106 0.390810
v 0.727298 0.593803
v 0.885906 0.399200
v 0.274295 0.182033
v 0.286576 0.671428
v 0.693398 0.322075
v 0.112365 0.586569
v 0.176337 0.723073
v 0.515137 0.405197
v 0.637089 0.471739
v 0.594245 0.533683
v 0.236211 0.845881
v 0.881765 0.466307
v 0.251770 0.460136
v 0.272223 0.269193
v 0.732799 0.660498
v 0.136538 0.379905
v 0.280365 0.290509
v 0.484336 0.295912
v 0.592126 0.550121
v 0.135373 0.793437
v 0.254116 0.833163
v 0.946669 0.374991
v 0.212669 0.592893
v 0.386917 0.819554
v 0.134167 0.881977
v 0.369759 0.857916
v 0.080597 0.814912
v 0.173004 0.795871
v 0.338762 0.190571
v 0.202647 0.183356
v 0.494639 0.288493
v 0.437860 0.622665
v 0.733362 0.593518
v 0.403922 0.890352
v 0.248119 0.184192
v 0.668079 0.310543
v 0.349072 0.665940
v 0.901882 0.452647
v 0.881349 0.332959
v 0.622129 0.477767
v 0.487251 0.649653
v 0.427654 0.475338
v 0.164361 0.763394
v 0.143325 0.538423
v 0.824587 0.531066
v 0.303074 0.183998
v 0.353385 0.316154
v 0.381919 0.185041
v 0.283049 0.299455
v 0.469101 0.255900
v 0.639796 0.595667
v 0.867045 0.212891
v 0.718820 0.188483
v 0.035499 0.649338
v 0.435367 0.831158
v 0.406777 0.844012
v 0.135833 0.881779
v 0.870224 0.372701
v 0.087420 0.812554
v 0.207584 0.877420
v 0.326265 0.190795
v 0.203554 0.182557
v 0.438889 0.314993
v 0.412162 0.571637
v 0.412835 0.266760
v 0.830155 0.395550
v 0.247494 0.182165
v 0.724682 0.380755
v 0.351449 0.686707
v 0.906024 0.408094
v 0.919770 0.326183
v 0.551965 0.396161
v 0.656214 0.500340
v 0.568786 0.533479
v 0.210109 0.832435
v 0.458792 0.969514
v 0.874390 0.518883
v 0.318327 0.179339
v 0.654156 0.694221
v 0.822885 0.620221
v 0.273590 0.291319
v 0.448757 0.316582
v 0.435281 0.352836
v 0.126846 0.815344
v 0.735561 0.217803
v 0.926631 0.348136
v 0.242759 0.570756
v 0.636844 0.183657
v 0.136568 0.906236
v 0.662144 0.192628
v 0.053294 0.793457
v 0.132672 0.800005
v 0.237852 0.336035
v 0.185072 0.178805
v 0.457713 0.286931
v 0.566354 0.420461
v 0.524031 0.906577
v 0.178426 0.625766
v 0.295588 0.184441
v 0.731904 0.377965
v 0.344239 0.683637
v 0.101743 0.610930
v 0.315276 0.905528
v 0.364956 0.541410
v 0.497286 0.684879
v 0.413730 0.429798
v 0.247458 0.632028
v 0.053337 0.529370
v 0.845054 0.541645
v 0.183051 0.328367
v 0.340343 0.348070
# TRIANGLES
t 57 81 154
t 160 64 910
t 0 70 486
t 401 398 430
t 682 235 810
t 868 652 937
t 100 707 735
t 65 489 740
t 648 630 778
t 49 17 281
t 569 536 889
t 198 10 748
t 428 902 966
t 379 777 972
t 435 61 531
t 688 3 756
t 547 276 920
t 865 595 877
t 679 647 892
t 615 296 658
t 0 38 70
t 358 932 1004
t 362 219 181
t 86 19 9
t 42 544 713
t 697 60 729
t 488 7 870
t 681 5 996
t 224 160 320
t 518 652 684
t 374 310 956
t 176 144 336
t 350 318 380
t 862 223 34
t 816 89 835
t 597 49 944
t 461 247 685
t 572 188 728
t 51 914 982
t 818 73 924
t 553 202 32
t 320 288 819
t 217 79 505
t 181 149 362
t 586 263 901
t 509 477 573
t 206 128 96
t 23 93 850
t 197 390 932
t 49 281 944
t 420 128 287
t 771 559 835
t 553 32 1003
t 37 333 972
t 267 75 341
t 48 579 1016
t 112 700 757
t 704 626 1009
t 745 379 1015
t 371 679 924
t 818 221 83
t 324 388 941
t 230 198 996
t 292 164 496
t 781 813 819
t 318 177 444
t 909 320 819
t 188 21 243
t 639 68 783
t 377 281 591
t 813 2 897
t 582 109 677
t 70 12 486
t 170 38 266
t 134 6 298
t 404 308 596
t 906 507 806
t 382 540 696
t 252 316 440
t 552 137 935
t 93 41 850
t 10 74 652
t 37 12 262
t 626 29 860
t 60 150 469
t 237 205 907
t 503 454 555
t 315 267 373
t 932 614 1004
t 489 65 750
t 61 29 236
t 377 185 409
t 1008 250 121
t 830 14 1005
t 15 185 803
t 543 511 575
t 825 145 944
t 461 279 247
t 248 216 989
t 279 140 364
t 73 19 76
t 142 31 947
t 462 131 718
t 376 8 604
t 40 8 376
t 980 884 1012
t 773 453 293
t 137 41 310
t 428 423 764
t 274 233 499
t 800 332 306
t 637 107 981
t 605 22 701
t 751 340 783
t 414 280 664
t 251 245 389
t 700 408 725
t 91 43 456
t 506 415 688
t 476 62 626
t 236 300 737
t 546 400 720
t 226 82 322
t 239 175 858
t 14 34 1005
t 196 116 514
t 174 64 1006
t 193 489 750
t 414 246 446
t 337 67 977
t 191 95 223
t 432 292 496
t 356 132 558
t 46 130 702
t 560 127 927
t 225 97 425
t 914 19 86
t 262 42 713
t 70 42 12
t 425 97 529
t 786 760 888
t 8 40 792
t 86 9 978
t 73 9 19
t 74 10 684
t 106 262 713
t 791 123 59
t 632 541 765
t 221 818 924
t 19 51 76
t 77 13 614
t 777 12 37
t 78 464 494
t 209 590 654
t 15 153 217
t 802 639 849
t 150 936 938
t 57 825 944
t 314 80 372
t 611 80 953
t 184 201 1009
t 78 46 98
t 189 9 818
t 654 383 686
t 260 84 973
t 228 110 883
t 245 91 27
t 203 59 75
t 39 507 842
t 742 364 796
t 306 327 1020
t 449 329 562
t 56 88 120
t 270 265 366
t 847 848 922
t 771 47 803
t 984 912 1008
t 762 671 995
t 469 43 840
t 91 456 586
t 83 189 818
t 680 243 54
t 455 55 886
t 220 137 310
t 696 540 888
t 126 158 289
t 48 346 579
t 95 63 34
t 152 120 88
t 94 97 99
t 33 425 529
t 98 46 127
t 127 46 159
t 97 94 126
t 158 99 225
t 372 80 707
t 79 217 623
t 77 109 173
t 581 618 795
t 234 32 330
t 101 165 550
t 490 27 586
t 21 188 572
t 18 736 989
t 125 147 786
