# Delaunay Triangulation Result
# VERTICES 10000
v 0.654549 0.191244
v 0.245820 0.748816
v 0.872010 0.523923
v 0.493105 0.186365
v 0.114382 0.821066
v 0.132565 0.963093
v 0.770720 0.269146
v 0.644006 0.233677
v 0.294126 0.705553
v 0.032328 0.772323
v 0.075334 0.811054
v 0.048439 0.657415
v 0.207844 0.849639
v 0.189110 0.830558
v 0.200413 0.890848
v 0.111907 0.375677
v 0.310788 0.197824
v 0.129109 0.379985
v 0.456831 0.192396
v 0.192259 0.185163
v 0.544020 0.497975
v 0.390503 0.398108
v 0.462559 0.390782
v 0.265393 0.416964
v 0.329339 0.336181
v 0.275936 0.296515
v 0.571514 0.486383
v 0.622411 0.494734
v 0.505749 0.198921
v 0.419137 0.279011
v 0.416319 0.270967
v 0.056679 0.553423
v 0.564548 0.185203
v 0.623115 0.190846
v 0.225818 0.246768
v 0.213069 0.183174
v 0.364828 0.179662
v 0.767939 0.484921
v 0.348875 0.554259
v 0.744518 0.284348
v 0.749866 0.336563
v 0.602317 0.306931
v 0.656478 0.330441
v 0.611652 0.196581
v 0.213069 0.652018
v 0.110615 0.540566
v 0.004355 0.634899
v 0.954083 0.286121
v 0.843775 0.397408
v 0.889869 0.315097
v 0.274362 0.530866
v 0.648961 0.410872
v 0.600515 0.505541
v 0.471485 0.491487
v 0.471859 0.468705
v 0.487738 0.678535
v 0.526676 0.630454
v 0.385479 0.395793
v 0.551494 0.629174
v 0.271298 0.756402
v 0.323274 0.858095
v 0.212273 0.829238
v 0.784155 0.360966
v 0.551800 0.207725
v 0.122419 0.655417
v 0.832172 0.442212
v 0.310390 0.648979
v 0.330233 0.654199
v 0.874498 0.528628
v 0.555555 0.208240
v 0.244160 0.329386
v 0.337891 0.303351
v 0.368613 0.262403
v 0.538695 0.685926
v 0.023689 0.795129
v 0.238774 0.248057
v 0.088125 0.464173
v 0.412778 0.185600
v 0.796260 0.573105
v 0.368271 0.913125
v 0.082765 0.603589
v 0.720087 0.646547
v 0.316896 0.234023
v 0.682888 0.577025
v 0.240613 0.469286
v 0.406915 0.492720
v 0.658138 0.605797
v 0.198060 0.362760
v 0.432817 0.246895
v 0.142563 0.802027
v 0.759601 0.245213
v 0.194556 0.772756
v 0.789650 0.262494
v 0.207991 0.872966
v 0.155936 0.832775
v 0.341591 0.918222
v 0.728976 0.188231
v 0.387157 0.930305
v 0.526707 0.206170
v 0.818737 0.538064
v 0.651516 0.190877
v 0.759375 0.259588
v 0.092787 0.502003
v 0.498796 0.185804
v 0.115307 0.820261
v 0.123137 0.881315
v 0.269387 0.775529
v 0.657802 0.232321
v 0.303345 0.717043
v 0.046583 0.782900
v 0.204002 0.944134
v 0.973547 0.366624
v 0.166307 0.798891
v 0.191701 0.830736
v 0.184858 0.889620
v 0.122224 0.374566
v 0.190084 0.330823
v 0.129317 0.390405
v 0.464985 0.189286
v 0.195652 0.186610
v 0.494636 0.548952
v 0.610868 0.621166
v 0.551873 0.620621
v 0.282816 0.445368
v 0.673191 0.682802
v 0.280690 0.295924
v 0.433784 0.525564
v 0.485968 0.621854
v 0.484381 0.206012
v 0.435187 0.278852
v 0.432663 0.295976
v 0.062499 0.554448
v 0.546139 0.180865
v 0.191217 0.626804
v 0.225181 0.244260
v 0.215611 0.181457
v 0.366684 0.179692
v 0.526823 0.258645
v 0.348551 0.554626
v 0.732015 0.265670
v 0.318495 0.790975
v 0.716270 0.407283
v 0.684322 0.347452
v 0.847383 0.378629
v 0.789987 0.354400
v 0.115497 0.539451
v 0.005286 0.634665
v 0.956816 0.283287
v 0.307302 0.882825
v 0.320388 0.890246
v 0.272989 0.529424
v 0.355889 0.607821
v 0.509810 0.405585
v 0.488559 0.485425
v 0.540148 0.534332
v 0.487854 0.681987
v 0.632776 0.531457
v 0.393964 0.391068
v 0.367946 0.458652
v 0.259481 0.734171
v 0.862313 0.325746
v 0.212151 0.828478
v 0.781410 0.360818
v 0.552547 0.205853
v 0.441332 0.883334
v 0.832025 0.452810
v 0.345989 0.628002
v 0.657955 0.337089
v 0.525764 0.874979
v 0.554355 0.208729
v 0.234039 0.324222
v 0.314837 0.278027
v 0.256105 0.413721
v 0.542623 0.695735
v 0.026176 0.803031
v 0.240043 0.249581
v 0.550611 0.917672
v 0.417648 0.188047
v 0.473201 0.203897
v 0.368142 0.905101
v 0.085962 0.617725
v 0.291270 0.372736
v 0.322728 0.231571
v 0.430574 0.322845
v 0.769311 0.541311
v 0.634118 0.548575
v 0.597746 0.675262
v 0.804401 0.638309
v 0.786317 0.586446
v 0.194592 0.858157
v 0.772074 0.238107
v 0.235013 0.816555
v 0.788786 0.261383
v 0.882003 0.214596
v 0.160390 0.824848
v 0.911494 0.361368
v 0.727071 0.186931
v 0.407804 0.956700
v 0.528808 0.205609
v 0.822040 0.540480
v 0.350922 0.818257
v 0.270226 0.764355
v 0.512684 0.911825
v 0.498777 0.187798
v 0.113916 0.820709
v 0.135903 0.879526
v 0.726869 0.231266
v 0.660436 0.258502
v 0.723083 0.306150
v 0.052948 0.781503
v 0.216610 0.912849
v 0.980175 0.367741
v 0.211703 0.843006
v 0.190200 0.829712
v 0.206538 0.885475
v 0.108838 0.368786
v 0.189894 0.333076
v 0.149099 0.376840
v 0.466057 0.207653
v 0.193680 0.184433
v 0.573977 0.502915
v 0.609503 0.598635
v 0.468428 0.345510
v 0.282578 0.444476
v 0.650702 0.678301
v 0.283821 0.317997
v 0.575471 0.491817
v 0.537047 0.397078
v 0.483223 0.206409
v 0.266025 0.408491
v 0.712141 0.575893
v 0.901490 0.473211
v 0.834120 0.472039
v 0.380915 0.818931
v 0.228623 0.255546
v 0.214313 0.183505
v 0.366328 0.179468
v 0.751386 0.481219
v 0.647785 0.448977
v 0.283582 0.748093
v 0.793939 0.326220
v 0.319886 0.617230
v 0.346032 0.687639
v 0.379714 0.853228
v 0.799287 0.365355
v 0.888717 0.477076
v 0.009550 0.628089
v 0.056011 0.736363
v 0.149559 0.706414
v 0.887240 0.323620
v 0.516397 0.252233
v 0.411350 0.652766
v 0.502667 0.607224
v 0.524948 0.519549
v 0.537305 0.528170
v 0.486365 0.680881
v 0.378098 0.479589
v 0.398687 0.389094
v 0.557558 0.641272
v 0.259181 0.733514
v 0.316462 0.864315
v 0.181642 0.805386
v 0.652466 0.221116
v 0.552167 0.206608
v 0.884331 0.453269
v 0.450595 0.840880
v 0.367976 0.661958
v 0.313361 0.630745
v 0.131621 0.479589
v 0.556137 0.208305
v 0.239406 0.275044
v 0.279367 0.301038
v 0.412662 0.262749
v 0.544662 0.695511
v 0.189269 0.952321
v 0.245605 0.243821
v 0.064619 0.475418
v 0.417287 0.187645
v 0.473605 0.203616
v 0.369637 0.914216
v 0.915783 0.392495
v 0.299786 0.373318
v 0.313080 0.228059
v 0.428123 0.323518
v 0.623023 0.631825
v 0.544215 0.635669
v 0.609907 0.689857
v 0.807391 0.635903
v 0.817021 0.610431
v 0.201981 0.867832
v 0.235804 0.772623
v 0.775523 0.201878
v 0.267152 0.794227
v 0.879963 0.212415
v 0.137778 0.832199
v 0.093137 0.643744
v 0.729136 0.185611
v 0.057709 0.618887
v 0.527252 0.206532
v 0.819111 0.550043
v 0.652398 0.199033
v 0.268793 0.763299
v 0.512941 0.920731
v 0.833189 0.536010
v 0.113977 0.821174
v 0.127553 0.896884
v 0.740695 0.253033
v 0.667928 0.253104
v 0.299240 0.694164
v 0.021839 0.769488
v 0.903163 0.227335
v 0.981603 0.362546
v 0.211133 0.840519
v 0.188570 0.830568
v 0.207506 0.882916
v 0.008258 0.693003
v 0.335342 0.192533
v 0.137864 0.380169
v 0.215575 0.467966
v 0.181090 0.197269
v 0.507458 0.579309
v 0.393296 0.422678
v 0.539713 0.671556
v 0.449743 0.295206
v 0.326447 0.355649
v 0.292379 0.317223
v 0.504598 0.587898
v 0.534003 0.396747
v 0.482855 0.204692
v 0.742742 0.608829
v 0.511147 0.881993
v 0.103502 0.541398
v 0.848989 0.508619
v 0.382661 0.816045
v 0.228281 0.256117
v 0.215361 0.182583
v 0.176085 0.375887
v 0.778819 0.486694
v 0.458075 0.651681
v 0.748997 0.289236
v 0.802381 0.321520
v 0.681706 0.394589
v 0.348845 0.687895
v 0.379267 0.853024
v 0.801970 0.377329
v 0.454007 0.897715
v 0.009845 0.637290
v 0.058860 0.735420
v 0.863348 0.329273
v 0.325050 0.892984
v 0.720485 0.502604
v 0.346456 0.623613
v 0.600712 0.487077
v 0.521727 0.518290
v 0.543284 0.537957
v 0.494183 0.678204
v 0.479523 0.382085
v 0.616780 0.612826
v 0.592276 0.567421
v 0.264094 0.737016
v 0.319427 0.874816
v 0.200871 0.827449
v 0.220733 0.655183
v 0.204976 0.553199
v 0.887920 0.452989
v 0.162773 0.609396
v 0.366445 0.651905
v 0.692666 0.391170
v 0.134617 0.490477
v 0.559059 0.206716
v 0.255334 0.245330
v 0.286369 0.267898
v 0.743403 0.590065
v 0.339465 0.469301
v 0.192522 0.961232
v 0.245838 0.243913
v 0.535234 0.936595
v 0.423217 0.186136
v 0.809070 0.541005
v 0.111288 0.634975
v 0.916879 0.393157
v 0.311940 0.374307
v 0.217009 0.338872
v 0.329890 0.433520
v 0.378030 0.394519
v 0.642872 0.547337
v 0.607916 0.688756
v 0.132877 0.355597
v 0.398467 0.190586
v 0.137362 0.808215
v 0.241544 0.774112
v 0.784204 0.203845
v 0.270392 0.793218
v 0.141527 0.791805
v 0.140779 0.834672
v 0.094465 0.636418
v 0.727071 0.186350
v 0.105199 0.596218
v 0.527564 0.205268
v 0.843102 0.564260
v 0.202134 0.658690
v 0.768166 0.271318
v 0.514749 0.940041
v 0.843952 0.545746
v 0.114915 0.821718
v 0.130310 0.907865
v 0.253221 0.743189
v 0.753671 0.340427
v 0.299320 0.694257
v 0.025246 0.776416
v 0.907671 0.225745
v 0.026441 0.650738
v 0.211942 0.853951
v 0.195965 0.829467
v 0.211740 0.882380
v 0.010261 0.691320
v 0.186751 0.338592
v 0.132375 0.414451
v 0.202991 0.464433
v 0.200480 0.186126
v 0.573241 0.510027
v 0.396641 0.421724
v 0.668817 0.542570
v 0.452273 0.297780
v 0.325644 0.354593
v 0.318826 0.296556
v 0.504407 0.587506
v 0.462626 0.614605
v 0.483897 0.207057
v 0.397095 0.270456
v 0.880219 0.516506
v 0.901895 0.463061
v 0.148076 0.504139
v 0.620885 0.199630
v 0.234315 0.258712
v 0.170197 0.214112
v 0.372442 0.181222
v 0.235822 0.535271
v 0.457885 0.653440
v 0.737908 0.258202
v 0.808194 0.316075
v 0.723413 0.388330
v 0.319237 0.661264
v 0.873935 0.386933
v 0.202998 0.628604
v 0.474879 0.898499
v 0.993089 0.369617
v 0.009789 0.677551
v 0.126506 0.740069
v 0.124650 0.696500
v 0.286933 0.516755
v 0.383396 0.660286
v 0.601587 0.489702
v 0.522253 0.512566
v 0.545802 0.523684
v 0.681007 0.500015
v 0.626264 0.528546
v 0.617455 0.604997
v 0.411742 0.452847
v 0.274834 0.758497
v 0.318856 0.875810
v 0.219349 0.786121
v 0.644691 0.242619
v 0.795322 0.461170
v 0.878020 0.448758
v 0.162394 0.608957
v 0.343104 0.639049
v 0.626974 0.319960
v 0.491549 0.865915
v 0.558184 0.205477
v 0.262244 0.256443
v 0.269405 0.293268
v 0.426071 0.256382
v 0.342541 0.469220
v 0.166841 0.968608
v 0.248736 0.250978
v 0.063234 0.486685
v 0.825978 0.601943
v 0.494771 0.190270
v 0.882799 0.378761
v 0.089013 0.622247
v 0.634951 0.699365
v 0.331814 0.242002
v 0.530309 0.693645
v 0.607732 0.635277
v 0.465463 0.381617
v 0.612988 0.676812
v 0.148707 0.389263
v 0.399521 0.188628
v 0.206171 0.878624
v 0.772827 0.247710
v 0.782391 0.200333
v 0.736052 0.212098
v 0.151629 0.788043
v 0.140400 0.831863
v 0.925664 0.362852
v 0.731199 0.184642
v 0.901104 0.410606
v 0.203923 0.532686
v 0.175148 0.450343
v 0.354842 0.820286
v 0.289157 0.774708
v 0.074476 0.508482
v 0.468349 0.179392
v 0.114308 0.822906
v 0.138820 0.905993
v 0.264180 0.753496
v 0.272935 0.663090
v 0.313717 0.707648
v 0.945292 0.320200
v 0.101235 0.812222
v 0.448965 0.953080
v 0.180251 0.790256
v 0.194451 0.830788
v 0.207911 0.885745
v 0.995441 0.316743
v 0.204762 0.330940
v 0.863826 0.572876
v 0.178395 0.449737
v 0.186156 0.184000
v 0.436045 0.509002
v 0.405794 0.421597
v 0.553049 0.664532
v 0.716582 0.571739
v 0.382648 0.358259
v 0.713648 0.685861
v 0.583117 0.516480
v 0.541587 0.403883
v 0.482708 0.204844
v 0.187027 0.442177
v 0.887596 0.514018
v 0.900038 0.465300
v 0.856217 0.510664
v 0.202814 0.623710
v 0.226351 0.237770
v 0.147115 0.204284
v 0.371879 0.183414
v 0.235791 0.545445
v 0.693652 0.517143
v 0.752783 0.269417
v 0.810822 0.323687
v 0.731628 0.391506
v 0.355118 0.686335
v 0.131707 0.621166
v 0.616805 0.205914
v 0.479541 0.897781
v 0.002089 0.646150
v 0.008068 0.675579
v 0.130390 0.750994
v 0.340360 0.886709
v 0.280212 0.510659
v 0.661802 0.386479
v 0.499420 0.399193
v 0.570411 0.454554
v 0.560946 0.547520
v 0.506135 0.332429
v 0.523717 0.648775
v 0.597985 0.661968
v 0.417341 0.454258
v 0.725276 0.279922
v 0.326509 0.874933
v 0.784449 0.231679
v 0.240858 0.657309
v 0.524667 0.204370
v 0.901723 0.444114
v 0.398510 0.850628
v 0.628482 0.364100
v 0.709543 0.383447
v 0.492871 0.857938
v 0.557570 0.205364
v 0.256541 0.237989
v 0.291399 0.300680
v 0.735996 0.581949
v 0.548694 0.680309
v 0.029871 0.803107
v 0.234884 0.243771
v 0.506129 0.944802
v 0.404385 0.181375
v 0.207323 0.487515
v 0.887124 0.381780
v 0.914992 0.387239
v 0.732743 0.643142
v 0.238799 0.342360
v 0.530432 0.693175
v 0.396427 0.396302
v 0.533751 0.658221
v 0.683525 0.613305
v 0.135046 0.349516
v 0.824141 0.610522
v 0.207654 0.880428
v 0.782562 0.247583
v 0.238235 0.810759
v 0.800879 0.284552
v 0.860818 0.227132
v 0.141074 0.832144
v 0.371334 0.927464
v 0.730900 0.186610
v 0.905809 0.411938
v 0.214545 0.530917
v 0.450196 0.180014
v 0.650475 0.209805
v 0.720302 0.239289
v 0.527809 0.938221
v 0.847586 0.570220
v 0.187823 0.896017
v 0.138036 0.906682
v 0.266539 0.756387
v 0.274839 0.662580
v 0.310543 0.709208
v 0.952111 0.315994
v 0.103245 0.815362
v 0.051576 0.559260
v 0.215942 0.833464
v 0.824643 0.197657
v 0.122536 0.802338
v 0.994865 0.309678
v 0.207948 0.343099
v 0.114174 0.418768
v 0.457683 0.182965
v 0.184007 0.205171
v 0.499690 0.574059
v 0.594432 0.618872
v 0.554097 0.662804
v 0.437411 0.290322
v 0.648600 0.629623
v 0.712417 0.685417
v 0.491794 0.426297
v 0.543266 0.401487
v 0.484638 0.206944
v 0.430078 0.181018
v 0.890640 0.515863
v 0.900884 0.462791
v 0.857222 0.510934
v 0.201166 0.627090
v 0.235283 0.241364
v 0.150520 0.210844
v 0.123768 0.358840
v 0.504977 0.314123
v 0.493803 0.316973
v 0.257796 0.752635
v 0.324903 0.814771
v 0.618355 0.278205
v 0.324836 0.664522
v 0.864935 0.398184
v 0.618956 0.199676
v 0.896332 0.482810
v 0.001929 0.644156
v 0.993843 0.329773
v 0.139260 0.752798
v 0.125691 0.667346
v 0.306463 0.505734
v 0.388910 0.663721
v 0.467141 0.627956
v 0.563623 0.446632
v 0.456684 0.464331
v 0.496657 0.683261
v 0.359620 0.489300
v 0.665055 0.600995
v 0.420956 0.454049
v 0.276059 0.731051
v 0.865395 0.334498
v 0.794753 0.232397
v 0.254660 0.560672
v 0.523552 0.207261
v 0.899205 0.443670
v 0.154974 0.604293
v 0.374127 0.645089
v 0.710425 0.381743
v 0.497399 0.868847
v 0.557332 0.206164
v 0.257166 0.236073
v 0.114070 0.379613
v 0.267954 0.438358
v 0.328180 0.463556
v 0.033725 0.795450
v 0.208272 0.235318
v 0.514699 0.948426
v 0.406492 0.181247
v 0.490538 0.208066
v 0.120086 0.643290
v 0.410842 0.931583
v 0.334785 0.244902
v 0.247738 0.341462
v 0.471932 0.327474
v 0.402645 0.393331
v 0.546886 0.658537
v 0.320633 0.394309
v 0.134715 0.351265
v 0.826750 0.610603
v 0.204897 0.879919
v 0.782115 0.249495
v 0.147881 0.787656
v 0.288544 0.806314
v 0.142373 0.807548
v 0.184012 0.873490
v 0.094785 0.650575
v 0.733742 0.187930
v 0.906459 0.413977
v 0.517322 0.192019
v 0.452543 0.179238
v 0.652012 0.207414
v 0.314078 0.797617
v 0.069023 0.482306
v 0.851023 0.571056
v 0.118676 0.817549
v 0.137895 0.909052
v 0.744989 0.259884
v 0.672070 0.280320
v 0.307768 0.692248
v 0.053248 0.691427
v 0.192993 0.904051
v 0.055944 0.571872
v 0.183810 0.787131
v 0.196369 0.828310
v 0.884539 0.216967
v 0.998199 0.321122
v 0.218252 0.341808
v 0.118769 0.427633
v 0.220972 0.442090
v 0.205074 0.184861
v 0.524618 0.569353
v 0.389192 0.419135
v 0.559587 0.668641
v 0.299345 0.456985
v 0.647062 0.627691
v 0.282442 0.329823
v 0.594646 0.515344
v 0.460562 0.605608
v 0.482672 0.207072
v 0.841722 0.573915
v 0.125618 0.495345
v 0.902244 0.475378
v 0.148774 0.496951
v 0.385314 0.823243
v 0.238566 0.253037
v 0.153154 0.211696
v 0.122138 0.358656
v 0.679930 0.504516
v 0.314495 0.494973
v 0.256847 0.754378
v 0.193110 0.683755
v 0.625315 0.289195
v 0.361937 0.675436
v 0.865878 0.396599
v 0.620425 0.209020
v 0.900510 0.484242
v 0.000894 0.655642
v 0.995662 0.324482
v 0.882137 0.262662
v 0.126175 0.668044
v 0.506092 0.312369
v 0.344960 0.620973
v 0.619249 0.471682
v 0.586015 0.443268
v 0.630130 0.381637
v 0.513474 0.333570
v 0.648293 0.530871
v 0.664785 0.603324
v 0.555549 0.590723
v 0.730881 0.278505
v 0.334534 0.875341
v 0.775045 0.213067
v 0.557687 0.255984
v 0.525310 0.205420
v 0.905092 0.441753
v 0.184043 0.597966
v 0.634834 0.369673
v 0.293115 0.631458
v 0.138428 0.510445
v 0.558882 0.207725
v 0.237494 0.262295
v 0.115276 0.376524
v 0.433552 0.276227
v 0.302702 0.450904
v 0.032634 0.805340
v 0.212738 0.240065
v 0.059013 0.494458
v 0.426420 0.184734
v 0.492161 0.209891
v 0.886162 0.364595
v 0.076951 0.597931
v 0.752409 0.667544
v 0.252945 0.382921
v 0.483057 0.326928
v 0.406841 0.407176
v 0.562190 0.655504
v 0.619886 0.688532
v 0.146888 0.359696
v 0.399612 0.181283
v 0.204988 0.892489
v 0.260774 0.770538
v 0.148432 0.779755
v 0.809885 0.296429
v 0.150024 0.801955
v 0.160274 0.835737
v 0.103036 0.654826
v 0.740315 0.188037
v 0.095850 0.613637
v 0.824496 0.496977
v 0.828569 0.560498
v 0.642382 0.188445
v 0.316075 0.797076
v 0.083641 0.515364
v 0.853804 0.568849
v 0.119914 0.827311
v 0.105499 0.867628
v 0.219006 0.756045
v 0.729252 0.339591
v 0.309011 0.701108
v 0.943553 0.344434
v 0.113941 0.812201
v 0.058455 0.568818
v 0.785551 0.185514
v 0.180269 0.809566
v 0.889434 0.216003
v 0.016871 0.708724
v 0.328053 0.191066
v 0.836399 0.596299
v 0.440450 0.225785
v 0.204933 0.187680
v 0.571949 0.533221
v 0.587185 0.560102
v 0.446943 0.339667
v 0.466645 0.298845
v 0.630068 0.654826
v 0.334019 0.287136
v 0.540307 0.414180
v 0.407950 0.569364
v 0.485502 0.206327
v 0.166633 0.444118
v 0.896987 0.506285
v 0.097326 0.549232
v 0.156328 0.508864
v 0.207470 0.613341
v 0.256841 0.242634
v 0.253631 0.194633
v 0.314740 0.193364
v 0.504885 0.684352
v 0.293880 0.508895
v 0.747539 0.262688
v 0.333235 0.802796
v 0.742423 0.396323
v 0.320045 0.638636
v 0.406872 0.875418
v 0.620976 0.210752
v 0.482101 0.903852
v 0.010015 0.655361
v 0.999246 0.334968
v 0.125299 0.748832
v 0.329871 0.898112
v 0.515122 0.310183
v 0.613013 0.365609
v 0.471179 0.619784
v 0.418542 0.569842
v 0.637199 0.378078
v 0.515888 0.335671
v 0.478787 0.368041
v 0.405830 0.348915
v 0.564034 0.582403
v 0.718837 0.275233
v 0.861596 0.315606
v 0.223343 0.801934
v 0.560493 0.255072
v 0.525169 0.204380
v 0.904553 0.450063
v 0.181770 0.599898
v 0.634111 0.372160
v 0.292514 0.634140
v 0.847770 0.533884
v 0.558386 0.206093
v 0.259138 0.241176
v 0.116783 0.370106
v 0.409083 0.286239
v 0.304135 0.448666
v 0.042350 0.803647
v 0.210410 0.181201
v 0.080265 0.500749
v 0.427793 0.186921
v 0.799244 0.518397
v 0.886634 0.365620
v 0.417330 0.934433
v 0.226755 0.348364
v 0.391029 0.265114
v 0.684365 0.537269
v 0.390282 0.400238
v 0.350860 0.449854
v 0.327911 0.399229
v 0.162099 0.383360
v 0.403007 0.195781
v 0.208683 0.891990
v 0.260321 0.779174
v 0.149552 0.791846
v 0.814339 0.294350
v 0.151733 0.811391
v 0.160316 0.839193
v 0.135793 0.673228
v 0.737975 0.186121
v 0.908670 0.395431
v 0.780485 0.502192
v 0.198250 0.455196
v 0.641665 0.189725
v 0.208817 0.690601
v 0.093712 0.516709
v 0.857976 0.565092
v 0.114020 0.835727
v 0.103778 0.868317
v 0.261368 0.785250
v 0.272989 0.680921
v 0.696771 0.309591
v 0.954286 0.343567
v 0.122836 0.813664
v 0.465101 0.941753
v 0.784467 0.185244
v 0.178168 0.810178
v 0.876991 0.215019
v 0.016767 0.706909
v 0.326649 0.190153
v 0.171797 0.438175
v 0.786017 0.560320
v 0.209939 0.186646
v 0.574638 0.529520
v 0.413898 0.469169
v 0.443439 0.340406
v 0.464342 0.308546
v 0.399183 0.350098
v 0.283300 0.342308
v 0.459778 0.599287
v 0.436603 0.599526
v 0.509522 0.208296
v 0.166479 0.445103
v 0.502343 0.906845
v 0.097566 0.562017
v 0.847965 0.530055
v 0.612455 0.209320
v 0.262226 0.236511
v 0.260315 0.188934
